SMILES_A
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2
CCC1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O
Nc1nc(=O)n(C2OC(CO)C(O)C2(F)F)cc1
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1
S=P(N1CC1)(N1CC1)N1CC1
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
CCc1c2Cn3c(cc4c(COC(=O)C4(O)CC)c3=O)-c2nc2ccc(O)cc12
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O
Nc1nc2c(c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]2)c(=O)[nH]1
O=C(CCCCCCC(=O)Nc1ccccc1)NO
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F
C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3C1CCC2O
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
Cc1ccc(Nc2nccc(N(C)c3cc4nn(C)c(C)c4cc3)n2)cc1S(N)(=O)=O
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12
CS(=O)(=O)OCCCCOS(C)(=O)=O
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc23)c1C
Nc1nc(=S)c2c(nc[nH]2)[nH]1
CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
S=c1nc[nH]c2c1[nH]cn2
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
CC(Oc1cc(-c2cn(C3CCNCC3)nc2)cnc1N)c1c(Cl)cc(F)cc1Cl
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
CN(CCCl)CCCl
N#CCC(C1CCCC1)n1cc(-c2ncnc3c2cc[nH]3)cn1
CNNCc1ccc(C(=O)NC(C)C)cc1
O=NN(CCCl)C(=O)NC1CCCCC1
COc1cccc2c1C(=O)c1c(O)c3c(CC(O)(C(C)=O)CC3OC3CC(N)C(O)C(C)O3)c(O)c1C2=O
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
O=[As]O[As]=O
C1CN1c1nc(N2CC2)nc(N2CC2)n1
CCCS(=O)(=O)Nc1c(F)c(C(=O)c2c[nH]c3c2cc(-c2ccc(Cl)cc2)cn3)c(F)cc1
